IOT_ID,Student_ID,Promo,Année,Campus,Latitude,Longitude,Timestamp,Text
28209596,20205007,DAI,M2PRO,Republique,48.78894659097372,2.363751445100542,1716260386,"J'ai vu une affiche pour un concert de jazz qui a l'air intéressant."
28996363,20221548,SRD,M2,Gorki,48.78979672250081,2.36824111913432,1722781521,"Est-ce que tu as des recommandations de séries pour apprendre l'espagnol ?"
21746400,20217338,RS,M2PRO,Republique,48.78953492064981,2.363986322184046,1720513986,"Je ne trouve pas le livre dont j'ai besoin à la bibliothèque."
22579863,20228322,LSI,M2PRO,Republique,48.789940207663996,2.363985289375626,1732112348,"On a encore reçu un email pour un nouveau devoir à rendre."
21166697,20224993,BDML,M2PRO,Republique,48.78890955924534,2.363930566967788,1717613906,"Le labo était surbooké, je n'ai pas pu finir mes expériences."
23340974,20215030,CC,M2PRO,Gorki,48.79029932084675,2.3682892115355068,1714664449,"On cherche une quatrième personne pour le tournoi de tennis de table, ça te dit ?"
23387744,20232607,SWI,M1,Republique,48.7888909119467,2.363479048534168,1712570768,"Il y a une fuite dans le toit de notre salle, c'est inondé."
27966869,20244363,BDML,M2PRO,Home,48.78977165123646,2.3693738355470786,1711194914,"La pelouse me manque."
21894664,20215481,CSIG,M1,Home,48.78975936248735,2.369194582569502,1710501378,"Tu as pris quel sujet pour le projet de fin d'année ?"
27711504,20240806,RS,M2PRO,Gorki,48.79031678968157,2.3681250933859697,1717941309,"Qui a des idées pour une soirée à thème original ?"
25383589,20208994,CSIG,M2PRO,Gorki,48.789799600454096,2.368024925706749,1717565406,"Sophie et Pierre ont collaboré sur un projet de recherche qui semble prometteur."
20390625,20213723,SWI,M2,Republique,48.789791236367314,2.363750125570697,1714040109,"J'ai besoin de café pour tenir toute la nuit."
27773052,20235311,RS,M2PRO,Home,48.78957267458872,2.369314241288779,1722588658,"Est-ce que quelqu'un veut aller voir le nouveau film de science-fiction au cinéma ?"
29165134,20200494,LSI,M1,Republique,48.78891435549449,2.363980094685254,1707569766,"Louis travaille sur un projet de start-up, il cherche des collaborateurs."
21678416,20202804,CSIG,M2PRO,Gorki,48.78976620368601,2.367845604730615,1724348757,"Tu sais si la bibliothèque est ouverte ce weekend ?"
29272858,20213970,CSIG,M1,Republique,48.789794651218195,2.363653360847425,1719325804,"On a encore reçu un email pour un nouveau devoir à rendre."
29352805,20229765,DE,M2,Home,48.78954304040295,2.3692777780799865,1713365668,"Le séminaire sur les nouvelles technologies a eu un grand succès."
21483273,20220667,CC,M2,Gorki,48.790139372081626,2.368174392603755,1720712935,"Il faut que je révise tout le weekend, pas de sortie pour moi."
27156479,20238949,TI,M2PRO,Republique,48.79003547223101,2.363555726349822,1719518125,"Qui a des idées pour une soirée à thème original ?"
21180512,20227999,DAI,M1,Gorki,48.79022670803522,2.3683443747136446,1722884580,"La soirée de networking organisée par le département de commerce a été un succès."
25041763,20211944,DE,M2,Home,48.789691010546115,2.369145535894352,1704876881,"Les profs de l'Efrei sont vraiment moins bons que d'habitude."
29005793,20217648,DE,M1,Home,48.78978574749803,2.36926470283235,1707647333,"Un élève de L2 s'est fait agresser devant home je crois."
23580724,20230773,SWI,M2PRO,Republique,48.788877581281305,2.3634844031782767,1720968825,"Qui est intéressé par un atelier de cuisine ce mois-ci ?"
22402451,20229230,LSI,M2PRO,Gorki,48.790027004575975,2.3677966183616963,1719498042,"Le laboratoire de chimie a reçu un nouveau financement pour ses recherches."
22577131,20231062,ITF,M1,Home,48.789765139990145,2.369189597856273,1709409891,"4000 balles de plus par an ? Je vais brûler l'Efrei."
24516843,20204743,LSI,M2PRO,Home,48.789582058153556,2.3692507578994624,1721801569,"J'ai entendu dire que la compétition de programmation de ce mois-ci est annulée."
22005090,20215808,DAI,M1,Gorki,48.79038655162746,2.3678575267503232,1733069893,"Alex a développé une nouvelle application pour aider les étudiants à organiser leurs horaires."
20010685,20243757,BDML,M2,Home,48.789692499305886,2.369106358661858,1725008719,"C'est incroyable le nombre de rapports qu'on doit écrire."
20253452,20209386,BDML,M1,Republique,48.78921131574154,2.3635214271113765,1714758915,"Je ne trouve pas le livre dont j'ai besoin à la bibliothèque."
23293949,20244947,DAI,M2PRO,Home,48.78965110674578,2.369330469217276,1708324754,"Est-ce que quelqu'un veut aller voir le nouveau film de science-fiction au cinéma ?"
27430622,20233429,BIA,M1,Gorki,48.7903750428811,2.3684162658732046,1715104269,"Je me suis trompé dans les calculs, je dois tout refaire."
26853022,20219181,CC,M2,Home,48.789733185693706,2.369358545300822,1724924844,"Le prof principal est absent, cours annulé aujourd'hui."
28174412,20227176,TI,M2PRO,Gorki,48.78975539233637,2.3685279803545605,1715937823,"Le dernier projet de cours de design a reçu des éloges de plusieurs professeurs."
24050581,20200369,SRD,M2,Gorki,48.789782770591636,2.368707759687682,1717325483,"Tu sais où je pourrais vendre mon ancien appareil photo ?"
26750025,20216037,CSIG,M1,Home,48.78963168689628,2.3691348162065378,1724586173,"Qui a les notes de cours de la dernière séance ?"
28895190,20205328,BIA,M1,Republique,48.789120708787024,2.3639277752665238,1716032977,"Tu as vu le dernier épisode de la série hier ?"
28439626,20217408,CIL,M2PRO,Home,48.78961388304421,2.369352639266872,1721477719,"J'ai entendu dire que la compétition de programmation de ce mois-ci est annulée."
21097300,20220992,TI,M2PRO,Home,48.789592822148066,2.369292349235542,1709897816,"Sarah a fait une présentation incroyable en cours de marketing, tout le monde en parle."
25801795,20223646,TI,M2PRO,Republique,48.78968238690533,2.363599067559976,1716533093,"Tu as déjà essayé le restaurant japonais qui vient d'ouvrir ?"
20676740,20205093,SRD,M1,Gorki,48.790265096583504,2.3684317813338946,1732305146,"Je ne trouve pas le livre dont j'ai besoin à la bibliothèque."
25993639,20226050,DAI,M2PRO,Gorki,48.79011491689284,2.3680446067056056,1730020815,"Hier, j'ai entendu que le prof de maths va peut-être partir à la retraite l'année prochaine."
20372954,20214178,CIL,M2,Gorki,48.79024743481793,2.3678857602976806,1716061042,"Je n'ai pas fini le devoir de thermodynamique, et toi ?"
20642667,20215073,BDML,M2PRO,Republique,48.7896956097562,2.3636976526097335,1705740965,"J'aimerais commencer le yoga, tu connais un bon studio ?"
20057673,20247948,LSI,M1,Republique,48.7891239682814,2.3638031235485872,1726300987,"Est-ce que quelqu'un est intéressé par un échange linguistique ?"
26846723,20202351,TI,M2,Gorki,48.789963741865456,2.3683112479019934,1717586544,"Tu as des recommandations de bons podcasts à écouter en allant en cours ?"
28950342,20200790,TI,M2PRO,Gorki,48.78979488529325,2.3678991653714285,1714749075,"La compétition d'athlétisme de ce weekend a attiré beaucoup de spectateurs."
28011106,20240031,RS,M1,Republique,48.79007167403635,2.363535829897152,1719496138,"On devrait former un groupe d'étude pour les maths."
27385029,20215173,TI,M2PRO,Gorki,48.79006420496721,2.3678886603727354,1722505869,"Si ce chapitre tombe au DE je quitte l'Efrei."
25944573,20241797,LSI,M2,Gorki,48.78977907921898,2.3681998581456365,1713029304,"Tu as des conseils pour débuter en photographie ?"
28831033,20209532,LSI,M2PRO,Gorki,48.7903805922091,2.368024620056878,1721022805,"Le wifi ici est vraiment trop lent."
22792519,20219430,DE,M2,Home,48.78977247249613,2.3693732971496346,1731514815,"Qui veut rejoindre notre club de lecture ? On commence un nouveau livre."
21464983,20237888,TI,M1,Gorki,48.79028281334338,2.3681796933626162,1728144494,"Nina a été élue présidente du club de photographie."
29196342,20236470,SRD,M2,Republique,48.78890542995325,2.363931071247605,1706271829,"Le dernier tournoi de football a été remporté par l'équipe des juniors."
25094738,20227732,BDML,M2,Gorki,48.79035728002278,2.3680200502424986,1734256606,"J'ai vu une affiche pour un concert de jazz qui a l'air intéressant."
22289980,20245656,CIL,M2,Republique,48.79004225782597,2.3634611770962484,1725289519,"Le chauffage était en panne, on a gelé en cours."
22471264,20215053,CC,M2,Republique,48.78942191532303,2.3640253611559694,1709831112,"Le dernier projet de cours de design a reçu des éloges de plusieurs professeurs."
22438989,20208881,CC,M2PRO,Home,48.789617163130245,2.369341408284979,1727953882,"Qui a les notes de cours de la dernière séance ?"
26083123,20238447,DE,M2PRO,Gorki,48.79016296697822,2.3685010935393653,1731512424,"Est-ce que tu as déjà fait du bénévolat ici ? Je cherche où m'impliquer."
29882206,20219156,DE,M2PRO,Gorki,48.79023720747048,2.367819805122638,1718604432,"Tu utilises quel logiciel pour les schémas ?"
24240831,20218733,CIL,M2,Gorki,48.789958314210665,2.3680798671695027,1710525590,"Je ne trouve pas de stages, tous demandent de l'expérience."
24887011,20203206,LSI,M2PRO,Home,48.78959987843397,2.3691530480822025,1732977107,"Certains étudiants envisagent de participer à un marathon pour collecter des fonds."
22774649,20226587,LSI,M2PRO,Republique,48.78998445840815,2.3635523369398332,1717231258,"Tu as pris quel sujet pour le projet de fin d'année ?"
23101520,20242426,TI,M1,Home,48.789725993669016,2.369116896744221,1713181373,"Les profs de l'Efrei sont vraiment moins bons que d'habitude."
20858709,20237566,CC,M2,Home,48.78979374118962,2.369126729425595,1706184600,"Tu connais un bon endroit pour observer les étoiles ?"
21773208,20228245,ITF,M2,Gorki,48.79024562946942,2.3677526953729515,1733821928,"Tu as une méthode plus simple pour résoudre cette équation ?"
25095751,20208794,RS,M1,Republique,48.790007026446965,2.3634706351894654,1704741680,"Tu joues à quel jeu en ce moment ?"
23550000,20214778,ITF,M2,Gorki,48.79006950690301,2.3684894796357088,1717874966,"Le prof a encore ajouté des slides à la dernière minute."
20179138,20207506,SWI,M2PRO,Home,48.78979371141641,2.3692431675697176,1730390222,"Le professeur d'informatique a mentionné qu'il pourrait y avoir un cours supplémentaire sur la sécurité."
21474827,20224126,SWI,M1,Home,48.789633457299836,2.3691752340747887,1717264917,"Le dernier film de science-fiction que nous avons vu ensemble était impressionnant."
22717371,20215035,SRD,M2PRO,Republique,48.789535625727105,2.363589953281041,1735133666,"Le jardin botanique du campus est en train d'être agrandi."
23686558,20233556,CC,M2PRO,Republique,48.78912657822926,2.3634185127401235,1713939619,"L'équipe de natation a battu son propre record lors du dernier match."
21766693,20212520,RS,M2PRO,Republique,48.78932508834465,2.3637890308863665,1714811377,"Qui connaît un bon endroit pour faire du kayak dans le coin ?"
22026973,20247089,DE,M1,Home,48.78963423980755,2.3692401294435683,1726487506,"L'Efrei c'est une école d'hypocrites."
20009845,20226654,CC,M1,Gorki,48.78978098493564,2.368581221982259,1722104729,"Le dernier projet de cours de design a reçu des éloges de plusieurs professeurs."
22935868,20231673,BDML,M2,Republique,48.78945503669602,2.363708141831733,1729107201,"J'ai besoin de café pour tenir toute la nuit."
21577503,20224448,CC,M2PRO,Gorki,48.79017183723,2.368091740176397,1719085795,"Le distributeur ne marche plus, adieu mon goûter."
29474222,20225183,SRD,M1,Gorki,48.78986261766011,2.3683884979590104,1731152052,"Alex a développé une nouvelle application pour aider les étudiants à organiser leurs horaires."
28064918,20233443,BIA,M2,Gorki,48.790303013468105,2.368650755567073,1725709415,"J'ai acheté le dernier album de ce groupe dont tout le monde parle."
28348072,20203351,SRD,M1,Home,48.789519162446965,2.369384251949832,1731776286,"C'est incroyable le nombre de rapports qu'on doit écrire."
28674896,20211882,CSIG,M2,Gorki,48.78999600859728,2.3683250205257593,1735126553,"Il y a une nouvelle salle de sport qui ouvre près du campus."
28060445,20204998,CSIG,M2PRO,Home,48.78961957856251,2.369084443601931,1711099033,"Le professeur d'informatique a mentionné qu'il pourrait y avoir un cours supplémentaire sur la sécurité."
23523262,20245274,DE,M2PRO,Republique,48.789987978846604,2.3639568632062087,1711992462,"Il y a une nouvelle salle de sport qui ouvre près du campus."
24449538,20249840,SWI,M1,Home,48.789558569419626,2.3691564440323853,1729596464,"On pourrait faire une collecte de fonds pour l'association des étudiants, des idées ?"
21201495,20239142,TI,M1,Republique,48.789857583459884,2.363643210631136,1708609708,"J'ai trouvé un parcours de frisbee golf, intéressé pour essayer ?"
24904011,20213656,BIA,M2,Gorki,48.79007607360301,2.3686843691846655,1725361299,"Le wifi ici est vraiment trop lent."
21756557,20225587,BIA,M2,Gorki,48.79035169212425,2.368540653293816,1713525572,"L'équipe de natation a battu son propre record lors du dernier match."
27513579,20213331,SRD,M2PRO,Gorki,48.789826698167495,2.3685952660185534,1714477982,"Qui fait de la randonnée ce weekend ? J'aimerais me joindre."
21738581,20215092,CIL,M2,Gorki,48.789955005669285,2.368229783820808,1733123719,"Ah, la belle époque ou on pouvait pleurer sur la pelouse."
26380375,20247364,BIA,M2,Republique,48.78910690367749,2.3635319161985255,1704790625,"Je pense que j'ai raté un truc important en séchant le cours."
29436834,20243902,SWI,M1,Republique,48.78891436028725,2.3635356297571124,1733899947,"On dit que le chef de département prendra sa retraite à la fin de l'année académique."
21800195,20249088,BIA,M2PRO,Republique,48.78974335776655,2.3638225384803517,1707483616,"Le prof principal est absent, cours annulé aujourd'hui."
29667177,20217589,LSI,M1,Republique,48.78893288372136,2.3636284142198867,1707324402,"Le service de restauration va introduire plus d'options végétariennes après les vacances."
29120866,20226170,SWI,M2PRO,Home,48.78961551292443,2.369382799298387,1709206934,"J'ai besoin de café pour tenir toute la nuit."
26493086,20217484,CIL,M1,Republique,48.78993582921685,2.3639255652811575,1720270390,"Tu as des astuces pour mieux gérer le stress ?"
25052265,20215655,LSI,M1,Republique,48.78949680337159,2.3634644651541734,1709415420,"La cantine était fermée, je n'ai pas pu déjeuner."
27106674,20232893,SWI,M2,Gorki,48.79035925963909,2.368178447135779,1727932938,"Le dernier tournoi de football a été remporté par l'équipe des juniors."
23568651,20240077,LSI,M2PRO,Republique,48.78994255981155,2.363675603087691,1716814024,"Ah, la belle époque ou on pouvait pleurer sur la pelouse."
23688667,20213234,SRD,M2,Gorki,48.78978309075481,2.3685640694127192,1720204187,"Certains étudiants envisagent de participer à un marathon pour collecter des fonds."
23548181,20221980,BDML,M1,Republique,48.79006087935032,2.3636436113146915,1734524913,"Le projet est intéressant mais le délai est trop court."
22285322,20237211,SWI,M2,Republique,48.789185413909024,2.363954924957342,1730212946,"Il faut absolument que je trouve un groupe pour le projet."